Listo. Formato de comando: <etiqueta> <numero_de_ventanas>
Ejemplo: reposo 20
Listo. Formato de comando: <etiqueta> <numero_de_ventanas>
Ejemplo: reposo 20
INICIO_VENTANA reposo
ax,ay,az,gx,gy,gz
-0.0187,-0.0337,1.0223,6.0425,2.8076,-0.3662
-0.0176,-0.0341,1.0204,5.7373,2.8687,0.3052
-0.0183,-0.0331,1.0197,5.7373,2.8076,-0.3052
-0.0181,-0.0331,1.0229,5.7983,2.8076,-0.1831
-0.0190,-0.0327,1.0242,5.9814,2.7466,-0.1831
-0.0182,-0.0345,1.0219,5.9814,2.8076,-0.6104
-0.0183,-0.0339,1.0216,5.9814,2.7466,-0.4272
-0.0193,-0.0341,1.0209,5.7983,2.6855,-0.4883
-0.0179,-0.0352,1.0226,5.9204,3.0518,-0.7935
-0.0184,-0.0382,1.0208,5.9204,2.8076,-0.6104
-0.0187,-0.0332,1.0212,5.8594,2.9907,0.6104
-0.0183,-0.0333,1.0212,5.9204,2.8076,-0.0610
-0.0178,-0.0350,1.0209,5.9814,2.7466,-0.6714
-0.0179,-0.0341,1.0209,5.9814,2.8076,-0.1831
-0.0195,-0.0338,1.0208,5.9814,2.8687,0.6104
-0.0178,-0.0356,1.0219,5.9204,2.9297,0.2441
-0.0178,-0.0336,1.0209,5.7373,2.7466,-0.5493
-0.0182,-0.0341,1.0208,5.9204,2.9297,-0.1221
-0.0204,-0.0323,1.0220,5.9814,2.8076,-0.1831
-0.0186,-0.0342,1.0205,6.2256,2.8687,-0.6714
-0.0184,-0.0348,1.0215,5.9204,2.8076,-0.7935
-0.0189,-0.0349,1.0183,6.0425,2.9297,-0.8545
-0.0181,-0.0333,1.0217,6.0425,2.8076,-0.1221
-0.0183,-0.0344,1.0200,5.8594,2.6245,-0.3052
-0.0182,-0.0334,1.0214,5.9204,2.8076,-0.6104
-0.0187,-0.0345,1.0205,5.7373,2.6855,-0.5493
-0.0183,-0.0343,1.0206,5.9814,2.6855,-0.3662
-0.0181,-0.0332,1.0209,6.1035,2.7466,-0.7324
-0.0186,-0.0347,1.0208,5.8594,2.8076,-0.5493
FIN_VENTANA
Progreso: 1/10
INICIO_VENTANA reposo
-0.0182,-0.0342,1.0200,5.9204,2.8076,-0.5493
-0.0175,-0.0352,1.0210,6.0425,2.6855,0.1221
-0.0176,-0.0344,1.0206,5.8594,2.8687,0.1831
-0.0171,-0.0344,1.0201,5.7373,2.8076,-0.0610
-0.0186,-0.0344,1.0208,5.7983,2.8687,-0.2441
-0.0166,-0.0337,1.0211,5.8594,2.6855,0.4883
-0.0197,-0.0336,1.0206,5.7983,2.9297,0.2441
-0.0184,-0.0341,1.0212,5.8594,2.6855,-1.0376
-0.0179,-0.0347,1.0210,5.9204,2.6855,-0.3052
-0.0203,-0.0331,1.0210,5.7983,2.7466,-0.0610
-0.0184,-0.0338,1.0208,5.7983,2.7466,-0.6104
-0.0177,-0.0353,1.0199,5.9814,2.7466,-0.1831
-0.0184,-0.0337,1.0199,5.9204,2.6855,-0.3662
-0.0179,-0.0352,1.0203,5.9814,2.8687,-0.7935
-0.0179,-0.0345,1.0187,5.7373,2.7466,-0.7935
-0.0187,-0.0341,1.0206,5.7983,2.7466,-0.2441
-0.0176,-0.0334,1.0210,5.9204,2.7466,-0.7324
-0.0190,-0.0343,1.0201,5.9204,2.7466,-0.3052
-0.0171,-0.0341,1.0208,5.6152,2.8076,-0.6714
-0.0190,-0.0350,1.0209,6.1035,2.8687,-0.4272
-0.0189,-0.0339,1.0204,5.9204,2.7466,0.5493
-0.0188,-0.0347,1.0198,5.9204,2.8076,-0.6714
-0.0186,-0.0339,1.0205,5.7983,2.8687,-0.8545
-0.0183,-0.0336,1.0209,5.7983,2.8076,-0.4272
-0.0186,-0.0347,1.0198,5.9204,2.7466,-0.6714
-0.0181,-0.0334,1.0204,5.9814,2.7466,-0.6104
-0.0183,-0.0347,1.0199,5.9204,3.0518,-0.7324
-0.0187,-0.0341,1.0206,5.9814,2.6855,-0.7935
-0.0183,-0.0343,1.0193,6.1646,2.8076,-0.7935
-0.0183,-0.0354,1.0214,5.7373,2.7466,-0.7324
-0.0193,-0.0341,1.0177,5.9814,2.7466,-0.3662
-0.0171,-0.0328,1.0206,5.7373,2.9297,-0.3662
-0.0184,-0.0339,1.0208,5.8594,2.8076,-0.2441
-0.0181,-0.0332,1.0205,5.7373,2.7466,0.2441
-0.0178,-0.0348,1.0197,5.7983,2.6245,-0.4883
-0.0201,-0.0325,1.0201,6.1035,2.5635,-0.0610
-0.0165,-0.0370,1.0208,5.9204,2.8687,-0.7324
-0.0200,-0.0316,1.0209,5.9814,2.6245,0.1221
-0.0205,-0.0311,1.0192,6.2256,2.8076,-0.3662
-0.0186,-0.0352,1.0204,5.9204,2.8076,-0.5493
-0.0178,-0.0348,1.0206,5.9814,2.8076,-0.2441
-0.0192,-0.0310,1.0206,5.7373,2.9297,-0.0610
-0.0197,-0.0331,1.0199,5.7373,2.9907,0.0610
-0.0173,-0.0345,1.0212,5.9204,2.9297,-0.4883
-0.0200,-0.0353,1.0208,5.8594,2.8076,-1.3428
-0.0175,-0.0330,1.0209,5.8594,2.6245,-0.3662
-0.0167,-0.0314,1.0211,5.8594,2.7466,0.0610
-0.0166,-0.0338,1.0209,5.9204,2.8076,-0.3052
-0.0173,-0.0342,1.0221,5.9814,2.9297,-0.3662
-0.0184,-0.0337,1.0194,6.0425,2.8687,-0.3662
-0.0176,-0.0341,1.0211,5.7983,2.8687,-0.5493
-0.0182,-0.0337,1.0204,5.9204,2.8076,0.1831
-0.0192,-0.0342,1.0227,5.9814,2.9297,-0.1831
-0.0187,-0.0350,1.0217,5.9204,2.6855,-0.5493
-0.0184,-0.0334,1.0206,5.7983,2.8687,-0.1831
-0.0177,-0.0345,1.0211,5.8594,2.8687,-0.0610
-0.0189,-0.0330,1.0210,6.1646,2.6855,-0.1831
-0.0182,-0.0337,1.0217,5.7983,2.8687,-0.1831
-0.0179,-0.0348,1.0201,5.8594,2.8076,-0.9766
-0.0177,-0.0344,1.0198,5.7373,2.7466,-0.3052
-0.0183,-0.0326,1.0215,5.7983,2.8076,-0.9155
-0.0195,-0.0360,1.0219,5.6152,2.6245,-1.4648
-0.0190,-0.0343,1.0193,6.0425,2.6855,-0.6104
-0.0182,-0.0337,1.0214,6.1646,2.7466,-0.8545
-0.0188,-0.0354,1.0206,6.0425,2.8076,-0.9766
-0.0186,-0.0343,1.0219,5.6763,2.7466,-0.5493
-0.0182,-0.0339,1.0211,5.8594,2.7466,-0.7935
-0.0195,-0.0331,1.0206,5.8594,2.7466,-0.4272
-0.0182,-0.0334,1.0210,5.7983,2.6245,-0.0610
-0.0179,-0.0343,1.0215,6.0425,2.8076,-0.6104
-0.0186,-0.0330,1.0226,5.8594,2.8687,-0.0610
-0.0183,-0.0343,1.0226,5.8594,2.8076,-0.4883
-0.0186,-0.0342,1.0203,5.7983,2.9297,-0.7324
-0.0179,-0.0332,1.0210,5.9814,2.8076,-0.3662
-0.0190,-0.0343,1.0209,5.8594,2.7466,-0.6104
-0.0190,-0.0333,1.0215,5.7983,2.8076,-0.4883
-0.0182,-0.0343,1.0219,5.7983,2.7466,-0.4883
-0.0181,-0.0338,1.0215,5.7983,2.8076,-0.6104
-0.0181,-0.0343,1.0211,5.8594,2.9297,-0.6104
-0.0177,-0.0337,1.0209,5.9204,2.9907,-0.8545
-0.0184,-0.0336,1.0214,5.9204,2.8076,-0.6714
-0.0193,-0.0339,1.0211,6.1646,2.8076,-0.4272
-0.0177,-0.0348,1.0205,5.7983,2.7466,-0.1221
-0.0188,-0.0350,1.0219,5.8594,2.7466,-0.3052
-0.0190,-0.0336,1.0210,5.9814,2.6855,-0.7935
-0.0184,-0.0338,1.0214,5.5542,2.7466,-1.0986
-0.0183,-0.0349,1.0221,5.7373,2.7466,-0.6104
-0.0192,-0.0337,1.0211,5.7373,2.9297,-0.7935
-0.0183,-0.0336,1.0211,5.7983,2.9297,-0.7324
-0.0189,-0.0345,1.0214,5.8594,2.7466,-0.4272
-0.0181,-0.0344,1.0223,5.8594,2.8687,-0.7324
-0.0188,-0.0349,1.0228,5.7373,2.6855,-0.7935
-0.0178,-0.0350,1.0214,5.9204,2.6855,-0.3052
-0.0181,-0.0347,1.0217,5.8594,2.7466,-0.4883
-0.0190,-0.0330,1.0211,5.7983,2.8076,-0.9155
-0.0178,-0.0341,1.0212,5.8594,2.8076,0.0000
-0.0194,-0.0333,1.0208,5.9814,2.8687,-0.5493
-0.0183,-0.0348,1.0212,5.7983,2.8687,-0.6104
-0.0178,-0.0339,1.0228,6.0425,2.8687,-0.7324
-0.0183,-0.0348,1.0216,6.1646,2.9297,-0.7935
FIN_VENTANA
Progreso: 2/10
INICIO_VENTANA reposo
-0.0181,-0.0344,1.0217,5.9204,2.8076,-0.3052
-0.0189,-0.0347,1.0221,5.7983,2.6855,-0.7935
-0.0142,-0.0319,1.0216,5.6763,2.7466,-1.5869
-0.0184,-0.0356,1.0221,5.9814,2.8076,-0.1831
-0.0173,-0.0342,1.0210,5.8594,2.8076,-0.8545
-0.0184,-0.0353,1.0215,6.0425,2.8076,-0.3052
-0.0181,-0.0333,1.0228,5.9204,2.5635,0.4272
-0.0181,-0.0337,1.0217,5.7983,2.8076,-0.7324
-0.0175,-0.0341,1.0214,5.7983,2.8687,-0.6104
-0.0178,-0.0337,1.0208,6.0425,2.9297,-0.6104
-0.0181,-0.0342,1.0214,6.1646,2.8687,-0.4272
-0.0178,-0.0334,1.0239,5.7373,2.7466,-0.4272
-0.0194,-0.0343,1.0215,5.9204,2.6855,-0.3662
-0.0176,-0.0343,1.0232,5.9814,2.8687,-0.4883
-0.0187,-0.0338,1.0221,5.9204,2.8076,-0.6714
-0.0188,-0.0326,1.0231,5.8594,2.8687,-0.7324
-0.0179,-0.0360,1.0220,5.8594,2.9297,-1.0376
-0.0189,-0.0326,1.0220,5.9814,2.8076,-0.7324
-0.0177,-0.0349,1.0222,5.7983,2.7466,-0.6714
-0.0187,-0.0343,1.0212,5.9204,2.8687,-0.6104
-0.0188,-0.0337,1.0227,5.7983,2.8076,-0.7935
-0.0178,-0.0338,1.0249,5.7983,2.7466,-1.0376
-0.0192,-0.0341,1.0216,5.7983,2.9297,-0.7935
-0.0170,-0.0352,1.0209,5.7983,2.8076,-0.7324
-0.0192,-0.0331,1.0212,5.9204,2.9297,-0.7935
-0.0187,-0.0338,1.0220,5.9814,2.6855,-0.3052
-0.0189,-0.0334,1.0209,5.6763,3.0518,-0.4883
-0.0182,-0.0353,1.0210,5.8594,2.8076,-0.9766
-0.0189,-0.0342,1.0234,5.6763,2.8076,-0.6714
-0.0190,-0.0348,1.0204,5.9814,2.6855,-0.5493
-0.0186,-0.0345,1.0223,6.0425,2.6855,-0.6104
-0.0193,-0.0342,1.0209,5.8594,2.6855,-0.5493
-0.0168,-0.0341,1.0223,5.7373,2.8687,-0.7935
-0.0171,-0.0403,1.0210,5.6763,2.7466,-1.2207
-0.0209,-0.0297,1.0217,5.9204,2.8687,1.0376
-0.0182,-0.0331,1.0220,5.9814,2.6855,-0.1831
-0.0190,-0.0347,1.0221,5.9814,2.7466,-0.6714
-0.0171,-0.0331,1.0234,5.9204,2.7466,-0.1221
-0.0181,-0.0333,1.0227,6.1035,2.6245,-0.4272
-0.0183,-0.0347,1.0208,5.8594,2.8687,-0.7324
-0.0184,-0.0347,1.0237,6.1035,3.0518,-0.7935
-0.0181,-0.0337,1.0203,6.1035,2.7466,-0.5493
-0.0177,-0.0334,1.0242,5.9204,2.8687,-0.7935
-0.0193,-0.0341,1.0210,5.7373,2.8076,-0.4272
-0.0182,-0.0343,1.0212,5.7373,2.8687,0.0000
-0.0192,-0.0331,1.0223,5.8594,2.8076,0.0000
-0.0186,-0.0347,1.0206,5.8594,2.9907,-0.6104
-0.0189,-0.0347,1.0214,5.8594,2.8687,-0.7935
-0.0179,-0.0345,1.0221,5.7983,2.8687,-0.2441
-0.0170,-0.0342,1.0217,5.9814,2.9297,-1.0376
-0.0193,-0.0338,1.0214,5.9204,2.7466,-0.8545
-0.0193,-0.0348,1.0221,5.9204,2.7466,-1.2207
-0.0183,-0.0334,1.0222,5.9204,2.6855,-1.0376
-0.0184,-0.0341,1.0212,5.7373,2.7466,-0.5493
-0.0179,-0.0331,1.0214,5.9204,2.9297,-0.1221
-0.0192,-0.0352,1.0212,6.0425,2.8076,-0.1831
-0.0181,-0.0339,1.0220,5.8594,2.7466,-0.4272
-0.0188,-0.0350,1.0222,5.6152,2.6855,-0.1221
-0.0181,-0.0348,1.0210,5.9204,2.6855,-0.1831
-0.0184,-0.0338,1.0212,5.9204,2.8076,-0.6714
-0.0188,-0.0348,1.0223,5.7983,2.7466,-0.3052
-0.0179,-0.0332,1.0225,5.8594,2.7466,0.0000
-0.0178,-0.0342,1.0217,5.9814,3.0518,-0.8545
-0.0187,-0.0343,1.0223,5.9814,2.8076,-0.6714
-0.0183,-0.0367,1.0215,5.9814,3.0518,-0.3662
-0.0173,-0.0331,1.0227,5.8594,2.8687,0.1221
-0.0194,-0.0342,1.0209,5.7983,2.7466,-0.4883
-0.0172,-0.0344,1.0231,5.7373,2.6855,-0.7324
-0.0179,-0.0345,1.0211,5.7373,2.8076,-0.5493
-0.0173,-0.0352,1.0212,5.8594,2.7466,-0.4883
-0.0189,-0.0337,1.0214,5.8594,2.8076,-0.1221
-0.0177,-0.0345,1.0219,5.7983,2.8076,-0.3662
-0.0176,-0.0341,1.0205,5.9814,2.9297,-1.0376
-0.0188,-0.0344,1.0209,5.9204,2.8076,-1.2207
-0.0189,-0.0338,1.0204,5.9204,2.8687,-1.5259
-0.0181,-0.0339,1.0219,5.8594,2.9297,-1.2207
-0.0171,-0.0339,1.0222,5.7983,2.6855,-0.2441
-0.0175,-0.0344,1.0221,5.8594,2.9297,-0.8545
-0.0187,-0.0341,1.0222,5.7373,2.9297,-0.9766
-0.0188,-0.0347,1.0215,5.9204,2.7466,-0.5493
-0.0173,-0.0328,1.0217,5.9204,2.8076,-0.6714
-0.0167,-0.0339,1.0210,5.8594,2.6245,-0.6104
-0.0198,-0.0355,1.0226,5.7983,2.8687,0.1831
-0.0173,-0.0323,1.0209,6.0425,2.7466,-0.2441
-0.0176,-0.0337,1.0222,5.8594,2.6855,-1.1597
-0.0242,-0.0327,1.0232,5.7983,2.8687,-0.0610
-0.0154,-0.0333,1.0223,5.8594,2.8687,-0.6104
-0.0181,-0.0341,1.0211,5.9204,2.8076,-0.9766
-0.0164,-0.0344,1.0214,5.9814,2.9297,-0.8545
-0.0179,-0.0331,1.0231,5.8594,2.8687,-0.5493
-0.0178,-0.0348,1.0222,5.8594,2.8076,-0.1221
-0.0193,-0.0334,1.0233,6.0425,2.9297,-0.5493
-0.0187,-0.0341,1.0216,5.9814,2.7466,-0.5493
-0.0175,-0.0344,1.0222,5.8594,2.8076,-0.3662
-0.0177,-0.0348,1.0199,5.8594,2.6855,-0.4883
-0.0187,-0.0341,1.0216,5.8594,2.9297,-0.3662
-0.0186,-0.0333,1.0212,5.7983,2.8076,-0.3662
-0.0182,-0.0348,1.0209,5.8594,2.8076,-0.7324
-0.0187,-0.0333,1.0216,5.7983,2.8687,-0.6104
-0.0181,-0.0341,1.0219,5.9204,2.8687,-0.3052
FIN_VENTANA
Progreso: 3/10
INICIO_VENTANA reposo
-0.0199,-0.0341,1.0208,5.6763,2.7466,-1.0376
-0.0186,-0.0339,1.0240,6.1035,2.7466,-0.7935
-0.0177,-0.0345,1.0247,6.1035,2.9297,-0.1831
-0.0194,-0.0344,1.0206,6.1646,2.8076,-0.4883
-0.0190,-0.0349,1.0222,5.7983,2.8687,-0.1221
-0.0182,-0.0350,1.0209,5.9814,2.7466,-0.7324
-0.0176,-0.0349,1.0210,5.9204,2.6855,-0.4883
-0.0177,-0.0332,1.0243,5.7983,2.8687,-0.7935
-0.0182,-0.0359,1.0220,5.9814,2.5635,-0.7324
-0.0170,-0.0341,1.0223,5.7983,2.6855,-0.5493
-0.0178,-0.0352,1.0232,6.0425,2.8076,-0.9766
-0.0189,-0.0337,1.0197,5.9814,2.8076,-0.9766
-0.0192,-0.0337,1.0209,6.0425,2.6855,-0.4883
-0.0184,-0.0342,1.0249,5.9204,2.8076,-0.4272
-0.0190,-0.0353,1.0203,5.8594,2.8076,-0.0610
-0.0182,-0.0332,1.0214,5.7373,2.7466,-0.7324
-0.0182,-0.0342,1.0234,5.7373,2.9297,-0.9155
-0.0173,-0.0343,1.0215,6.0425,2.8076,-0.1831
-0.0181,-0.0342,1.0216,5.7983,2.7466,-0.4272
-0.0173,-0.0350,1.0250,5.7983,2.7466,-0.3052
-0.0188,-0.0334,1.0214,5.7983,2.8076,-0.6714
-0.0177,-0.0343,1.0220,5.9814,2.8076,-0.4272
-0.0193,-0.0338,1.0238,5.9204,2.8687,-0.9766
-0.0181,-0.0347,1.0229,6.1035,2.8076,-1.0986
-0.0184,-0.0336,1.0223,5.8594,2.7466,-0.7324
-0.0186,-0.0352,1.0215,5.9204,2.6855,-0.9766
-0.0178,-0.0341,1.0234,5.7983,2.8687,-0.9155
-0.0198,-0.0344,1.0228,5.7983,2.8076,-0.3662
-0.0160,-0.0336,1.0242,5.7983,2.8076,-0.4272
-0.0188,-0.0326,1.0188,5.9204,2.7466,-1.0986
-0.0183,-0.0366,1.0232,5.9204,2.7466,0.1831
-0.0183,-0.0323,1.0223,5.7983,2.8687,-0.1831
-0.0186,-0.0355,1.0198,6.0425,2.9297,-0.3662
-0.0173,-0.0330,1.0245,5.9814,2.9907,-0.3662
-0.0187,-0.0347,1.0204,5.7373,2.6855,-0.3662
-0.0166,-0.0343,1.0220,5.7983,2.9907,-0.4883
-0.0188,-0.0341,1.0221,5.9814,2.8687,-0.6104
-0.0179,-0.0358,1.0210,5.9814,2.6855,-0.9155
-0.0193,-0.0348,1.0227,5.7373,2.8076,-1.2817
-0.0178,-0.0354,1.0231,5.7983,2.7466,-0.4883
-0.0189,-0.0337,1.0221,5.9204,2.6855,0.0000
-0.0194,-0.0343,1.0219,5.8594,2.8076,-0.8545
-0.0187,-0.0402,1.0215,5.9204,2.7466,-0.9155
-0.0175,-0.0315,1.0227,5.8594,2.7466,-0.3052
-0.0187,-0.0342,1.0219,6.0425,2.8076,-0.6104
-0.0184,-0.0310,1.0203,5.7373,2.8687,-0.4883
-0.0177,-0.0345,1.0251,6.0425,2.8076,-0.2441
-0.0183,-0.0332,1.0206,5.9204,2.7466,-0.7324
-0.0198,-0.0332,1.0204,5.9204,2.8687,0.0000
-0.0182,-0.0330,1.0239,5.9814,2.8687,-0.4272
-0.0186,-0.0344,1.0222,5.9204,2.8687,-1.0986
-0.0172,-0.0352,1.0217,5.7373,2.8687,-0.6714
-0.0199,-0.0332,1.0220,5.9814,2.6855,0.1831
-0.0183,-0.0338,1.0211,5.7983,2.6855,-0.1221
-0.0184,-0.0332,1.0236,6.0425,2.9297,-0.4272
-0.0184,-0.0337,1.0236,5.8594,2.8687,0.3662
-0.0172,-0.0347,1.0209,6.0425,2.8076,-0.6104
-0.0190,-0.0333,1.0234,5.9204,2.8687,-0.6714
-0.0181,-0.0358,1.0227,5.9204,2.7466,-0.4272
-0.0186,-0.0343,1.0225,5.7983,2.8687,-0.1831
-0.0173,-0.0333,1.0222,5.7983,2.7466,-1.0986
-0.0178,-0.0339,1.0216,5.9204,2.8076,-0.3662
-0.0190,-0.0333,1.0220,5.7373,2.9297,0.0610
-0.0181,-0.0339,1.0242,6.0425,2.6245,-0.7935
-0.0176,-0.0349,1.0233,6.0425,2.5024,-0.6104
-0.0182,-0.0339,1.0219,5.9814,2.6855,-0.1831
-0.0183,-0.0342,1.0211,5.8594,2.9297,-0.7935
-0.0189,-0.0330,1.0225,5.9204,2.8076,-0.1221
-0.0179,-0.0348,1.0238,5.8594,2.8076,-0.4883
-0.0177,-0.0347,1.0243,5.6152,2.6855,-0.9766
-0.0190,-0.0347,1.0242,6.0425,2.7466,-0.4272
-0.0176,-0.0339,1.0216,5.7983,2.8076,-0.5493
-0.0187,-0.0358,1.0225,5.9204,2.8076,-0.1831
-0.0179,-0.0356,1.0237,5.9204,2.6245,-0.4272
-0.0178,-0.0343,1.0203,5.8594,2.7466,-0.5493
-0.0189,-0.0345,1.0231,5.8594,2.7466,-0.0610
-0.0199,-0.0331,1.0209,5.8594,2.8076,0.1831
-0.0170,-0.0339,1.0223,5.8594,2.8687,-0.6104
-0.0192,-0.0332,1.0211,5.9204,2.7466,-0.8545
-0.0170,-0.0347,1.0236,5.7983,2.8687,-0.4883
-0.0179,-0.0320,1.0219,5.9204,2.6245,-0.8545
-0.0183,-0.0365,1.0229,5.9814,2.7466,-0.9155
-0.0188,-0.0345,1.0217,5.8594,2.6855,0.0610
-0.0186,-0.0327,1.0211,5.9814,2.8076,-0.3662
-0.0198,-0.0347,1.0215,5.9204,2.9297,-0.8545
-0.0187,-0.0341,1.0234,5.7373,2.7466,-0.7324
-0.0173,-0.0348,1.0236,5.9814,2.8076,-1.4648
-0.0175,-0.0347,1.0223,6.0425,2.8687,-0.9155
-0.0187,-0.0349,1.0233,5.7983,2.8076,-0.2441
-0.0176,-0.0338,1.0221,5.9814,2.7466,-0.6714
-0.0192,-0.0347,1.0226,5.7983,2.7466,-0.7935
-0.0178,-0.0348,1.0240,5.9814,2.8076,-0.9155
-0.0193,-0.0349,1.0208,5.9814,2.7466,-0.6104
-0.0187,-0.0334,1.0243,5.9814,2.6245,-0.6104
-0.0186,-0.0352,1.0238,5.6763,2.9297,-0.2441
-0.0183,-0.0341,1.0231,5.7983,2.6245,-0.4883
-0.0184,-0.0337,1.0212,5.7373,2.6855,-0.3662
-0.0188,-0.0348,1.0225,5.9204,2.6855,-0.6714
-0.0187,-0.0345,1.0212,6.1035,2.7466,-0.6104
-0.0178,-0.0339,1.0232,5.8594,2.6855,-0.6104
FIN_VENTANA
Progreso: 4/10
INICIO_VENTANA reposo
-0.0175,-0.0343,1.0216,5.8594,2.8687,-0.5493
-0.0188,-0.0328,1.0231,5.7373,2.5635,0.0000
-0.0175,-0.0361,1.0229,5.7373,2.7466,-0.4883
-0.0176,-0.0347,1.0210,5.9814,2.7466,-0.6104
-0.0183,-0.0341,1.0220,5.8594,2.8076,-0.6104
-0.0182,-0.0339,1.0238,5.9204,2.8076,-0.9155
-0.0183,-0.0342,1.0228,6.0425,2.8687,-0.6714
-0.0179,-0.0337,1.0232,5.7983,2.8687,-0.8545
-0.0175,-0.0348,1.0234,5.9814,2.7466,-0.7324
-0.0179,-0.0345,1.0214,6.1646,2.9297,-0.6104
-0.0183,-0.0341,1.0217,5.9814,2.7466,-0.7324
-0.0183,-0.0342,1.0226,5.7373,2.6855,-0.7935
-0.0177,-0.0336,1.0214,5.9814,2.8076,-0.6104
-0.0178,-0.0348,1.0212,5.9814,2.8076,-0.7935
-0.0177,-0.0344,1.0223,5.9814,2.9907,-0.5493
-0.0177,-0.0348,1.0223,5.8594,2.6855,-0.8545
-0.0181,-0.0342,1.0217,5.9204,2.7466,-0.2441
-0.0171,-0.0343,1.0250,5.8594,2.7466,-0.6104
-0.0187,-0.0349,1.0208,5.8594,2.6245,-0.3662
-0.0181,-0.0334,1.0206,5.9204,2.8687,-0.4272
-0.0184,-0.0344,1.0229,5.9814,2.7466,-0.3052
-0.0170,-0.0343,1.0221,5.9204,2.8076,-0.4883
-0.0186,-0.0344,1.0228,5.8594,2.8687,-0.2441
-0.0177,-0.0349,1.0214,5.7983,2.8687,-0.6714
-0.0175,-0.0345,1.0220,5.8594,2.7466,-0.6714
-0.0197,-0.0353,1.0221,5.7983,2.7466,-1.1597
-0.0178,-0.0354,1.0211,5.9204,2.8076,-0.3662
-0.0183,-0.0343,1.0212,5.9814,2.8076,-0.4272
-0.0184,-0.0341,1.0210,5.7373,2.8076,-1.2817
-0.0173,-0.0350,1.0206,5.7373,2.8687,-0.3662
-0.0184,-0.0347,1.0226,5.9204,2.9297,-0.4272
-0.0171,-0.0338,1.0237,5.6763,2.7466,-0.6104
-0.0168,-0.0411,1.0229,5.7373,2.8687,-0.6104
-0.0171,-0.0348,1.0220,5.9204,2.7466,-0.2441
-0.0178,-0.0342,1.0206,5.7373,2.8076,-0.7324
-0.0175,-0.0347,1.0217,6.0425,2.8076,-0.7935
-0.0190,-0.0344,1.0211,5.9814,2.7466,-0.3662
-0.0179,-0.0341,1.0238,5.9204,2.9297,-0.3662
-0.0177,-0.0338,1.0219,5.7983,2.8076,-0.9766
-0.0178,-0.0343,1.0209,6.0425,2.8076,-0.4272
-0.0194,-0.0339,1.0217,5.8594,2.5635,-0.5493
-0.0186,-0.0356,1.0232,5.8594,2.8076,-1.4648
-0.0188,-0.0349,1.0215,5.9814,2.8687,-1.2817
-0.0184,-0.0338,1.0205,5.8594,2.8076,-0.1831
-0.0188,-0.0343,1.0216,5.9814,2.6245,-0.3662
-0.0179,-0.0348,1.0206,6.0425,2.7466,-1.0986
-0.0193,-0.0341,1.0212,5.9204,2.8076,-0.7324
-0.0179,-0.0339,1.0222,5.9204,2.8076,-0.4272
-0.0178,-0.0343,1.0221,5.6763,2.7466,-0.4272
-0.0183,-0.0339,1.0215,5.7983,2.8076,-0.1221
-0.0189,-0.0339,1.0220,5.9814,2.8076,-0.4883
-0.0173,-0.0339,1.0227,6.0425,2.9297,-0.6714
-0.0175,-0.0343,1.0210,5.9814,2.8076,-0.4272
-0.0182,-0.0339,1.0206,5.9204,2.9297,-0.4272
-0.0178,-0.0344,1.0217,5.9204,2.8687,-0.6104
-0.0178,-0.0334,1.0219,5.9204,2.8687,0.2441
-0.0175,-0.0343,1.0209,5.9204,2.8076,-0.3052
-0.0190,-0.0349,1.0212,5.9204,2.6855,-0.3662
-0.0179,-0.0342,1.0222,5.7983,2.9297,-0.7935
-0.0176,-0.0344,1.0237,5.9814,2.8076,-0.5493
-0.0198,-0.0343,1.0222,5.8594,2.6855,-0.2441
-0.0177,-0.0332,1.0170,5.8594,3.2959,-0.7324
-0.0176,-0.0354,1.0220,5.9204,2.6855,-0.9155
-0.0161,-0.0353,1.0203,5.6152,3.0518,-0.8545
-0.0156,-0.0341,1.0183,5.7983,3.0518,-0.9155
-0.0135,-0.0347,1.0146,5.6152,2.8687,-0.8545
-0.0173,-0.0334,1.0195,6.0425,2.6245,-0.4883
-0.0177,-0.0342,1.0229,5.9204,2.8687,-0.7935
-0.0187,-0.0353,1.0215,5.8594,2.8687,-0.5493
-0.0182,-0.0342,1.0200,5.6152,2.9297,-0.4883
-0.0179,-0.0333,1.0205,5.9814,2.6855,-0.4272
-0.0186,-0.0352,1.0242,5.9204,2.8687,-0.9766
-0.0165,-0.0350,1.0221,5.9204,2.6855,-0.0610
-0.0184,-0.0331,1.0232,5.9204,2.5024,-0.6104
-0.0175,-0.0348,1.0220,6.1035,3.1128,-1.1597
-0.0164,-0.0343,1.0210,5.8594,2.7466,0.1221
-0.0171,-0.0339,1.0245,5.7373,2.4414,-0.1221
-0.0156,-0.0352,1.0226,5.7373,3.1128,-1.2817
-0.0189,-0.0338,1.0225,5.7373,3.1738,0.0610
-0.0179,-0.0343,1.0222,5.6763,3.1738,-0.0610
-0.0160,-0.0336,1.0214,5.7983,2.6855,-0.8545
-0.0166,-0.0348,1.0245,5.8594,3.0518,-0.3662
-0.0164,-0.0321,1.0214,5.6763,2.9297,-0.6714
-0.0181,-0.0323,1.0198,5.7983,2.8687,-1.0986
-0.0159,-0.0336,1.0192,5.9204,2.8687,-1.4648
-0.0178,-0.0343,1.0251,5.7983,2.9907,-1.4038
-0.0165,-0.0359,1.0162,5.7983,2.9907,-1.1597
-0.0164,-0.0331,1.0211,5.9204,2.5024,-0.3052
